,season,week,game_date,game_time,home_team_id,home_team_stats_id,home_team_abbrev,visit_team_id,visit_team_stats_id,visit_team_abbrev,home_team_score,visit_team_score,game_over_under,line,surface,weather_icon,temperature,precip_probability,precip_type,wind_speed,wind_bearing,name,kickoff,month,start,score,total,spread,over_hit,under_hit,favorite_covered,underdog_covered
3271,1996,17,1996-12-22 00:00:00,13,4,BUF,BUF,15,KC,KC,20,9,36.0,-5.0,Turf,Fog,33.75,100%,Snow,9.18,200,KC @ BUF,Dec 22 1:00 PM,December,Day,9-20,29,5.0,0,1,1,0
3272,1996,17,1996-12-22 00:00:00,13,5,CAR,CAR,24,PIT,PIT,18,14,36.0,-7.0,Grass,Cloudy,41.62,,,8.05,240,PIT @ CAR,Dec 22 1:00 PM,December,Day,14-18,32,7.0,0,1,0,1
3273,1996,17,1996-12-22 00:00:00,13,7,CIN,CIN,13,IND,IND,31,24,42.0,0.0,Turf,Cloudy,40.65,100%,Rain,10.31,200,IND @ CIN,Dec 22 1:00 PM,December,Day,24-31,55,0.0,1,0,1,0
3274,1996,17,1996-12-22 00:00:00,13,12,GB,GB,17,MIN,MIN,38,10,38.0,-11.0,Grass,Cloudy,31.33,,,14.99,60,MIN @ GB,Dec 22 1:00 PM,December,Day,10-38,48,11.0,1,0,1,0
3275,1996,17,1996-12-22 00:00:00,13,14,JAX,JAX,2,ATL,ATL,19,17,46.0,-10.0,Grass,Partly Cloudy Day,57.07,,,13.88,20,ATL @ JAX,Dec 22 1:00 PM,December,Day,17-19,36,10.0,0,1,0,1
3276,1996,17,1996-12-22 00:00:00,13,21,NYJ,NYJ,16,MIA,MIA,28,31,38.0,3.5,Turf,Partly Cloudy Day,34.26,,,10.34,236,MIA @ NYJ,Dec 22 1:00 PM,December,Day,31-28,59,3.5,1,0,1,0
3277,1996,17,1996-12-22 00:00:00,13,23,PHI,PHI,1,ARI,ARI,29,19,41.0,-5.5,Turf,Clear Day,35.25,,,7.97,209,ARI @ PHI,Dec 22 1:00 PM,December,Day,19-29,48,5.5,1,0,1,0
3278,1996,17,1996-12-22 00:00:00,13,29,TB,TB,6,CHI,CHI,34,19,34.0,-2.5,Grass,Partly Cloudy Day,66.62,,,7.79,54,CHI @ TB,Dec 22 1:00 PM,December,Day,19-34,53,2.5,1,0,1,0
3279,1996,17,1996-12-22 00:00:00,16,22,OAK,OAK,26,SEA,SEA,21,28,38.0,-3.5,Grass,Wind,55.68,100%,Rain,20.78,237,SEA @ OAK,Dec 22 4:00 PM,December,Late,28-21,49,3.5,1,0,0,1
3280,1996,17,1996-12-22 00:00:00,16,31,WAS,WAS,9,DAL,DAL,37,10,37.0,-3.5,Grass,Partly Cloudy Day,39.79,,,9.04,204,DAL @ WAS,Dec 22 4:00 PM,December,Late,10-37,47,3.5,1,0,1,0
3281,1996,17,1996-12-22 00:00:00,20,34,LAC,SD,10,DEN,DEN,16,10,40.0,1.5,Grass,Partly Cloudy Day,60.95,,,14.17,188,DEN @ SD,Dec 22 8:00 PM,December,Night,10-16,26,1.5,0,1,1,0
3282,1996,17,1996-12-23 00:00:00,21,27,SF,SF,11,DET,DET,24,14,42.0,-9.5,Grass,Partly Cloudy Day,56.13,,,2.68,106,DET @ SF,Dec 23 9:00 PM,December,Night,14-24,38,9.5,0,1,1,0
3283,1996,18,1996-12-28 00:00:00,12,4,BUF,BUF,14,JAX,JAX,27,30,40.0,-8.5,Turf,Cloudy,49.04,,,15.03,191,JAX @ BUF,Dec 28 12:30 PM,December,Day,30-27,57,8.5,1,0,0,1
3284,1996,18,1996-12-28 00:00:00,16,9,DAL,DAL,17,MIN,MIN,40,15,38.0,-10.0,Turf,Partly Cloudy Day,62.7,,,11.51,195,MIN @ DAL,Dec 28 4:00 PM,December,Late,15-40,55,10.0,1,0,1,0
3285,1996,18,1996-12-29 00:00:00,12,24,PIT,PIT,13,IND,IND,42,14,38.0,-8.0,Turf,Cloudy,55.05,100%,Rain,9.12,288,IND @ PIT,Dec 29 12:30 PM,December,Day,14-42,56,8.0,1,0,1,0
3286,1996,18,1996-12-29 00:00:00,16,27,SF,SF,23,PHI,PHI,14,0,39.0,-10.0,Grass,Rain,57.06,100%,Rain,21.35,152,PHI @ SF,Dec 29 4:00 PM,December,Late,0-14,14,10.0,0,1,1,0
3287,1996,19,1997-01-04 00:00:00,12,12,GB,GB,27,SF,SF,35,14,40.0,-6.5,Grass,Rain,34.94,100%,Rain,21.93,71,SF @ GB,Jan 4 12:30 PM,January,Day,14-35,49,6.5,1,0,1,0
3288,1996,19,1997-01-04 00:00:00,16,10,DEN,DEN,14,JAX,JAX,27,30,45.0,-14.0,Grass,Clear Day,40.75,,,14.82,324,JAX @ DEN,Jan 4 4:00 PM,January,Late,30-27,57,14.0,1,0,0,1
3289,1996,19,1997-01-05 00:00:00,12,18,NE,NE,24,PIT,PIT,28,3,40.0,-3.0,Turf,Fog,42.93,100%,Rain,0.85,38,PIT @ NE,Jan 5 12:30 PM,January,Day,3-28,31,3.0,0,1,1,0
3290,1996,19,1997-01-05 00:00:00,16,5,CAR,CAR,9,DAL,DAL,26,17,37.0,3.0,Grass,Partly Cloudy Day,64.12,,,11.63,210,DAL @ CAR,Jan 5 4:00 PM,January,Late,17-26,43,3.0,1,0,1,0
3291,1996,20,1997-01-12 00:00:00,12,12,GB,GB,5,CAR,CAR,30,13,38.0,-12.0,Grass,Partly Cloudy Day,5.37,,,16.1,281,CAR @ GB,Jan 12 12:30 PM,January,Day,13-30,43,12.0,1,0,1,0
3292,1996,20,1997-01-12 00:00:00,16,18,NE,NE,14,JAX,JAX,20,6,44.0,-7.0,Turf,Clear Day,24.76,,,16.54,282,JAX @ NE,Jan 12 4:00 PM,January,Late,6-20,26,7.0,0,1,1,0
3293,1996,21,1997-01-26 00:00:00,18,12,GB,GB,18,NE,NE,35,21,49.0,-14.0,Dome,,,,,,,NE @ GB,Jan 26 6:30 PM,January,Night,21-35,56,14.0,1,0,0,0
3294,1997,1,1997-08-31 00:00:00,13,4,BUF,BUF,17,MIN,MIN,13,34,37.0,-2.5,Turf,Partly Cloudy Day,69.51,100%,Rain,1.12,270,MIN @ BUF,Aug 31 1:00 PM,August,Day,34-13,47,2.5,1,0,0,1
3295,1997,1,1997-08-31 00:00:00,13,7,CIN,CIN,1,ARI,ARI,24,21,42.0,-8.5,Turf,Partly Cloudy Day,76.93,,,,,ARI @ CIN,Aug 31 1:00 PM,August,Day,21-24,45,8.5,1,0,0,1
3296,1997,1,1997-08-31 00:00:00,13,11,DET,DET,2,ATL,ATL,28,17,42.0,-7.5,Dome,,,,,,,ATL @ DET,Aug 31 1:00 PM,August,Day,17-28,45,7.5,1,0,1,0
3297,1997,1,1997-08-31 00:00:00,13,16,MIA,MIA,13,IND,IND,16,10,41.0,-6.0,Grass,Partly Cloudy Day,87.42,,,9.11,82,IND @ MIA,Aug 31 1:00 PM,August,Day,10-16,26,6.0,0,1,0,0
3298,1997,1,1997-08-31 00:00:00,13,18,NE,NE,34,LAC,SD,41,7,43.0,-8.0,Turf,Partly Cloudy Day,76.03,,,2.02,239,SD @ NE,Aug 31 1:00 PM,August,Day,7-41,48,8.0,1,0,1,0
3299,1997,1,1997-08-31 00:00:00,13,20,NYG,NYG,23,PHI,PHI,31,17,38.0,3.5,Turf,Partly Cloudy Day,78.25,,,6.34,238,PHI @ NYG,Aug 31 1:00 PM,August,Day,17-31,48,3.5,1,0,1,0
3300,1997,1,1997-08-31 00:00:00,13,24,PIT,PIT,9,DAL,DAL,7,37,40.0,0.0,Turf,Partly Cloudy Day,73.85,,,6.97,245,DAL @ PIT,Aug 31 1:00 PM,August,Day,37-7,44,0.0,1,0,0,1
3301,1997,1,1997-08-31 00:00:00,13,33,LAR,STL,19,NO,NO,38,24,37.0,-4.0,Dome,,,,,,,NO @ STL,Aug 31 1:00 PM,August,Day,24-38,62,4.0,1,0,1,0
3302,1997,1,1997-08-31 00:00:00,13,30,TEN,TNO,22,OAK,OAK,24,21,40.0,3.5,Grass,Partly Cloudy Day,76.35,0%,Rain,8.39,147,OAK @ TNO,Aug 31 1:00 PM,August,Day,21-24,45,3.5,1,0,1,0
3303,1997,1,1997-08-31 00:00:00,16,3,BAL,BAL,14,JAX,JAX,27,28,44.0,3.0,Grass,Cloudy,79.25,,,13.88,170,JAX @ BAL,Aug 31 4:00 PM,August,Late,28-27,55,3.0,1,0,1,0
3304,1997,1,1997-08-31 00:00:00,16,10,DEN,DEN,15,KC,KC,19,3,42.0,-9.0,Grass,Partly Cloudy Day,77.36,,,4.51,14,KC @ DEN,Aug 31 4:00 PM,August,Late,3-19,22,9.0,0,1,1,0
3305,1997,1,1997-08-31 00:00:00,16,26,SEA,SEA,21,NYJ,NYJ,3,41,44.0,-6.0,Dome,,,,,,,NYJ @ SEA,Aug 31 4:00 PM,August,Late,41-3,44,6.0,0,0,0,1
3306,1997,1,1997-08-31 00:00:00,16,29,TB,TB,27,SF,SF,13,6,38.0,6.5,Grass,Partly Cloudy Day,87.83,,,4.69,96,SF @ TB,Aug 31 4:00 PM,August,Late,6-13,19,6.5,0,1,1,0
3307,1997,1,1997-08-31 00:00:00,20,5,CAR,CAR,31,WAS,WAS,10,24,38.0,-4.0,Grass,Cloudy,78.68,,,,,WAS @ CAR,Aug 31 8:00 PM,August,Night,24-10,34,4.0,0,1,0,1
3308,1997,1,1997-09-01 00:00:00,21,12,GB,GB,6,CHI,CHI,38,24,42.0,-16.5,Grass,Clear Day,77.8,,,11.38,197,CHI @ GB,Sep 1 9:00 PM,September,Night,24-38,62,16.5,1,0,0,1
3309,1997,2,1997-09-07 00:00:00,13,2,ATL,ATL,5,CAR,CAR,6,9,38.0,3.0,Dome,,,,,,,CAR @ ATL,Sep 7 1:00 PM,September,Day,9-6,15,3.0,0,1,0,0
3310,1997,2,1997-09-07 00:00:00,13,3,BAL,BAL,7,CIN,CIN,23,10,48.0,1.5,Grass,Partly Cloudy Day,81.77,,,4.69,180,CIN @ BAL,Sep 7 1:00 PM,September,Day,10-23,33,1.5,0,1,1,0
3311,1997,2,1997-09-07 00:00:00,13,6,CHI,CHI,17,MIN,MIN,24,27,42.0,1.5,Grass,Partly Cloudy Day,69.91,,,10.73,21,MIN @ CHI,Sep 7 1:00 PM,September,Day,27-24,51,1.5,1,0,0,1
3312,1997,2,1997-09-07 00:00:00,13,11,DET,DET,29,TB,TB,17,24,38.0,-4.5,Dome,,,,,,,TB @ DET,Sep 7 1:00 PM,September,Day,24-17,41,4.5,1,0,0,1
3313,1997,2,1997-09-07 00:00:00,13,13,IND,IND,18,NE,NE,6,31,42.0,5.0,Dome,,,,,,,NE @ IND,Sep 7 1:00 PM,September,Day,31-6,37,5.0,0,1,0,1
3314,1997,2,1997-09-07 00:00:00,13,16,MIA,MIA,30,TEN,TNO,16,13,40.0,-6.0,Grass,Partly Cloudy Day,86.01,,,16.54,76,TNO @ MIA,Sep 7 1:00 PM,September,Day,13-16,29,6.0,0,1,0,1
3315,1997,2,1997-09-07 00:00:00,13,19,NO,NO,34,LAC,SD,6,20,38.0,-2.5,Dome,,,,,,,SD @ NO,Sep 7 1:00 PM,September,Day,20-6,26,2.5,0,1,0,1
3316,1997,2,1997-09-07 00:00:00,13,21,NYJ,NYJ,4,BUF,BUF,22,28,41.0,-4.5,Turf,Partly Cloudy Day,76.71,,,6.89,224,BUF @ NYJ,Sep 7 1:00 PM,September,Day,28-22,50,4.5,1,0,0,1
3317,1997,2,1997-09-07 00:00:00,13,24,PIT,PIT,31,WAS,WAS,14,13,40.0,-6.5,Turf,Partly Cloudy Day,72.18,,,5.05,274,WAS @ PIT,Sep 7 1:00 PM,September,Day,13-14,27,6.5,0,1,0,1
3318,1997,2,1997-09-07 00:00:00,13,33,LAR,STL,27,SF,SF,12,15,36.0,-1.0,Dome,,,,,,,SF @ STL,Sep 7 1:00 PM,September,Day,15-12,27,1.0,0,1,0,1
3319,1997,2,1997-09-07 00:00:00,16,14,JAX,JAX,20,NYG,NYG,40,13,38.0,-3.5,Grass,Partly Cloudy Day,83.76,0%,Rain,8.88,77,NYG @ JAX,Sep 7 4:00 PM,September,Late,13-40,53,3.5,1,0,1,0
3320,1997,2,1997-09-07 00:00:00,16,23,PHI,PHI,12,GB,GB,10,9,44.0,7.5,Turf,Partly Cloudy Day,78.1,,,8.05,260,GB @ PHI,Sep 7 4:00 PM,September,Late,9-10,19,7.5,0,1,1,0
3321,1997,2,1997-09-07 00:00:00,16,26,SEA,SEA,10,DEN,DEN,14,35,42.0,6.0,Dome,,,,,,,DEN @ SEA,Sep 7 4:00 PM,September,Late,35-14,49,6.0,1,0,0,1
3322,1997,2,1997-09-07 00:00:00,20,1,ARI,ARI,9,DAL,DAL,25,22,40.0,10.5,Grass,Clear Day,94.42,,,4.93,214,DAL @ ARI,Sep 7 8:00 PM,September,Night,22-25,47,10.5,1,0,1,0
3323,1997,2,1997-09-08 00:00:00,21,22,OAK,OAK,15,KC,KC,27,28,40.0,-5.5,Grass,Partly Cloudy Day,73.39,,,7.53,275,KC @ OAK,Sep 8 9:00 PM,September,Night,28-27,55,5.5,1,0,0,1
3324,1997,3,1997-09-14 00:00:00,13,2,ATL,ATL,22,OAK,OAK,31,36,40.0,4.5,Dome,,,,,,,OAK @ ATL,Sep 14 1:00 PM,September,Day,36-31,67,4.5,1,0,0,1
3325,1997,3,1997-09-14 00:00:00,13,6,CHI,CHI,11,DET,DET,7,32,42.0,-2.5,Grass,Cloudy,75.27,,,4.14,243,DET @ CHI,Sep 14 1:00 PM,September,Day,32-7,39,2.5,0,1,0,1
3326,1997,3,1997-09-14 00:00:00,13,12,GB,GB,16,MIA,MIA,23,18,42.0,-12.5,Grass,Cloudy,70.97,,,6.91,330,MIA @ GB,Sep 14 1:00 PM,September,Day,18-23,41,12.5,0,1,0,1
3327,1997,3,1997-09-14 00:00:00,13,15,KC,KC,4,BUF,BUF,22,16,40.0,-4.0,Grass,Partly Cloudy Day,77.53,,,5.25,92,BUF @ KC,Sep 14 1:00 PM,September,Day,16-22,38,4.0,0,1,1,0
3328,1997,3,1997-09-14 00:00:00,13,17,MIN,MIN,29,TB,TB,14,28,37.0,-4.0,Dome,,,,,,,TB @ MIN,Sep 14 1:00 PM,September,Day,28-14,42,4.0,1,0,0,1
3329,1997,3,1997-09-14 00:00:00,13,20,NYG,NYG,3,BAL,BAL,23,24,44.0,-2.5,Turf,Partly Cloudy Day,74.49,,,7.53,337,BAL @ NYG,Sep 14 1:00 PM,September,Day,24-23,47,2.5,1,0,0,1
3330,1997,3,1997-09-14 00:00:00,13,31,WAS,WAS,1,ARI,ARI,19,13,42.0,-7.5,Grass,Partly Cloudy Day,76.64,,,5.25,14,ARI @ WAS,Sep 14 1:00 PM,September,Day,13-19,32,7.5,0,1,0,1
3331,1997,3,1997-09-14 00:00:00,16,10,DEN,DEN,33,LAR,STL,35,14,42.0,-14.0,Grass,Clear Day,80.61,,,5.59,84,STL @ DEN,Sep 14 4:00 PM,September,Late,14-35,49,14.0,1,0,1,0
3332,1997,3,1997-09-14 00:00:00,16,13,IND,IND,26,SEA,SEA,3,31,40.0,-2.5,Dome,,,,,,,SEA @ IND,Sep 14 4:00 PM,September,Late,31-3,34,2.5,0,1,0,1
3333,1997,3,1997-09-14 00:00:00,16,34,LAC,SD,5,CAR,CAR,7,26,36.0,0.0,Grass,Partly Cloudy Day,86.22,,,6.91,286,CAR @ SD,Sep 14 4:00 PM,September,Late,26-7,33,0.0,0,1,0,1
3334,1997,3,1997-09-14 00:00:00,16,27,SF,SF,19,NO,NO,33,7,36.0,-11.0,Grass,Partly Cloudy Day,75.25,,,5.79,188,NO @ SF,Sep 14 4:00 PM,September,Late,7-33,40,11.0,1,0,1,0
3335,1997,3,1997-09-14 00:00:00,20,18,NE,NE,21,NYJ,NYJ,27,24,45.0,-10.0,Turf,Partly Cloudy Day,70.19,,,5.53,81,NYJ @ NE,Sep 14 8:00 PM,September,Night,24-27,51,10.0,1,0,0,1
3336,1997,3,1997-09-15 00:00:00,21,9,DAL,DAL,23,PHI,PHI,21,20,42.0,-9.5,Turf,Partly Cloudy Day,93.32,,,9.59,200,PHI @ DAL,Sep 15 9:00 PM,September,Night,20-21,41,9.5,0,1,0,1
3337,1997,4,1997-09-21 00:00:00,13,5,CAR,CAR,15,KC,KC,14,35,36.0,-5.5,Grass,Cloudy,70.59,,,11.63,71,KC @ CAR,Sep 21 1:00 PM,September,Day,35-14,49,5.5,1,0,0,1
3338,1997,4,1997-09-21 00:00:00,13,12,GB,GB,17,MIN,MIN,38,32,44.0,-11.0,Grass,Clear Day,58.27,,,7.77,274,MIN @ GB,Sep 21 1:00 PM,September,Day,32-38,70,11.0,1,0,0,1
3339,1997,4,1997-09-21 00:00:00,13,18,NE,NE,6,CHI,CHI,31,3,44.0,-12.5,Turf,Partly Cloudy Day,57.44,,,12.89,337,CHI @ NE,Sep 21 1:00 PM,September,Day,3-31,34,12.5,0,1,1,0
3340,1997,4,1997-09-21 00:00:00,13,19,NO,NO,11,DET,DET,35,17,38.0,5.5,Dome,,,,,,,DET @ NO,Sep 21 1:00 PM,September,Day,17-35,52,5.5,1,0,1,0
3341,1997,4,1997-09-21 00:00:00,13,21,NYJ,NYJ,22,OAK,OAK,23,22,46.0,-1.5,Turf,Partly Cloudy Day,59.18,,,13.34,336,OAK @ NYJ,Sep 21 1:00 PM,September,Day,22-23,45,1.5,0,1,0,1
3342,1997,4,1997-09-21 00:00:00,13,30,TEN,TNO,3,BAL,BAL,10,36,44.0,-3.5,Grass,Partly Cloudy Day,71.24,0%,Rain,8.39,47,BAL @ TNO,Sep 21 1:00 PM,September,Day,36-10,46,3.5,1,0,0,1
3343,1997,4,1997-09-21 00:00:00,16,4,BUF,BUF,13,IND,IND,37,35,36.0,-7.0,Turf,Partly Cloudy Day,52.64,,,10.29,341,IND @ BUF,Sep 21 4:00 PM,September,Late,35-37,72,7.0,1,0,0,1
3344,1997,4,1997-09-21 00:00:00,16,10,DEN,DEN,7,CIN,CIN,38,20,45.0,-11.0,Grass,Cloudy,53.19,,,9.13,355,CIN @ DEN,Sep 21 4:00 PM,September,Late,20-38,58,11.0,1,0,1,0
3345,1997,4,1997-09-21 00:00:00,16,26,SEA,SEA,34,LAC,SD,26,22,42.0,-6.0,Dome,,,,,,,SD @ SEA,Sep 21 4:00 PM,September,Late,22-26,48,6.0,1,0,0,1
3346,1997,4,1997-09-21 00:00:00,16,27,SF,SF,2,ATL,ATL,34,7,38.0,-14.0,Grass,Clear Day,73.06,,,4.89,321,ATL @ SF,Sep 21 4:00 PM,September,Late,7-34,41,14.0,1,0,1,0
3347,1997,4,1997-09-21 00:00:00,16,33,LAR,STL,20,NYG,NYG,13,3,41.0,-2.5,Dome,,,,,,,NYG @ STL,Sep 21 4:00 PM,September,Late,3-13,16,2.5,0,1,1,0
3348,1997,4,1997-09-21 00:00:00,20,29,TB,TB,16,MIA,MIA,31,21,36.0,-3.5,Grass,Partly Cloudy Day,89.15,,,6.06,34,MIA @ TB,Sep 21 8:00 PM,September,Night,21-31,52,3.5,1,0,1,0
3349,1997,4,1997-09-22 00:00:00,21,14,JAX,JAX,24,PIT,PIT,30,21,42.0,-4.0,Grass,Partly Cloudy Day,84,0%,Rain,7.52,20,PIT @ JAX,Sep 22 9:00 PM,September,Night,21-30,51,4.0,1,0,1,0
3350,1997,5,1997-09-28 00:00:00,13,2,ATL,ATL,10,DEN,DEN,21,29,43.0,11.5,Dome,,,,,,,DEN @ ATL,Sep 28 1:00 PM,September,Day,29-21,50,11.5,1,0,1,0
3351,1997,5,1997-09-28 00:00:00,13,11,DET,DET,12,GB,GB,26,15,46.0,7.5,Dome,,,,,,,GB @ DET,Sep 28 1:00 PM,September,Day,15-26,41,7.5,0,1,1,0
3352,1997,5,1997-09-28 00:00:00,13,20,NYG,NYG,19,NO,NO,14,9,38.0,-5.0,Turf,Partly Cloudy Day,68.78,,,9.95,110,NO @ NYG,Sep 28 1:00 PM,September,Day,9-14,23,5.0,0,1,0,0
3353,1997,5,1997-09-28 00:00:00,13,24,PIT,PIT,30,TEN,TNO,37,24,40.0,-6.5,Turf,Partly Cloudy Day,67.73,,,8.36,129,TNO @ PIT,Sep 28 1:00 PM,September,Day,24-37,61,6.5,1,0,1,0
3354,1997,5,1997-09-28 00:00:00,13,29,TB,TB,1,ARI,ARI,19,18,36.0,-7.0,Grass,Wind,85.98,,,15.91,247,ARI @ TB,Sep 28 1:00 PM,September,Day,18-19,37,7.0,1,0,0,1
3355,1997,5,1997-09-28 00:00:00,13,31,WAS,WAS,14,JAX,JAX,24,12,44.0,-2.5,Grass,Cloudy,64.89,100%,Rain,13.42,41,JAX @ WAS,Sep 28 1:00 PM,September,Day,12-24,36,2.5,0,1,1,0
3356,1997,5,1997-09-28 00:00:00,16,7,CIN,CIN,21,NYJ,NYJ,14,31,46.0,-4.0,Turf,Partly Cloudy Day,69.74,,,,,NYJ @ CIN,Sep 28 4:00 PM,September,Late,31-14,45,4.0,0,1,0,1
3357,1997,5,1997-09-28 00:00:00,16,9,DAL,DAL,6,CHI,CHI,27,3,42.0,-14.0,Turf,Clear Day,87.83,,,7.47,211,CHI @ DAL,Sep 28 4:00 PM,September,Late,3-27,30,14.0,0,1,1,0
3358,1997,5,1997-09-28 00:00:00,16,15,KC,KC,26,SEA,SEA,20,17,41.0,-5.5,Grass,Clear Day,68.56,,,9.84,288,SEA @ KC,Sep 28 4:00 PM,September,Late,17-20,37,5.5,0,1,0,1
3359,1997,5,1997-09-28 00:00:00,16,22,OAK,OAK,33,LAR,STL,35,17,43.0,-7.5,Grass,Clear Day,83.7,,,4.95,40,STL @ OAK,Sep 28 4:00 PM,September,Late,17-35,52,7.5,1,0,1,0
3360,1997,5,1997-09-28 00:00:00,16,34,LAC,SD,3,BAL,BAL,21,17,44.0,-2.5,Grass,Clear Day,82.65,,,8.4,231,BAL @ SD,Sep 28 4:00 PM,September,Late,17-21,38,2.5,0,1,1,0
3361,1997,5,1997-09-28 00:00:00,20,17,MIN,MIN,23,PHI,PHI,28,19,44.0,-2.0,Dome,,,,,,,PHI @ MIN,Sep 28 8:00 PM,September,Night,19-28,47,2.0,1,0,1,0
3362,1997,5,1997-09-29 00:00:00,21,5,CAR,CAR,27,SF,SF,21,34,38.0,3.5,Grass,Clear Day,73.3,,,9.18,300,SF @ CAR,Sep 29 9:00 PM,September,Night,34-21,55,3.5,1,0,0,1
3363,1997,6,1997-10-05 00:00:00,13,3,BAL,BAL,24,PIT,PIT,34,42,45.0,1.5,Grass,Clear Day,74.52,,,,,PIT @ BAL,Oct 5 1:00 PM,October,Day,42-34,76,1.5,1,0,0,1
3364,1997,6,1997-10-05 00:00:00,13,4,BUF,BUF,11,DET,DET,22,13,42.0,-4.0,Turf,Partly Cloudy Day,67.97,,,14.86,225,DET @ BUF,Oct 5 1:00 PM,October,Day,13-22,35,4.0,0,1,1,0
3365,1997,6,1997-10-05 00:00:00,13,12,GB,GB,29,TB,TB,21,16,40.0,-8.0,Grass,Wind,75.35,,,20.62,209,TB @ GB,Oct 5 1:00 PM,October,Day,16-21,37,8.0,0,1,0,1
3366,1997,6,1997-10-05 00:00:00,13,14,JAX,JAX,7,CIN,CIN,21,13,46.0,-7.0,Grass,Partly Cloudy Day,82.9,0%,Rain,12.16,69,CIN @ JAX,Oct 5 1:00 PM,October,Day,13-21,34,7.0,0,1,1,0
3367,1997,6,1997-10-05 00:00:00,13,16,MIA,MIA,15,KC,KC,17,14,40.0,-3.0,Grass,Partly Cloudy Day,86.01,,,13.78,89,KC @ MIA,Oct 5 1:00 PM,October,Day,14-17,31,3.0,0,1,0,0
3368,1997,6,1997-10-05 00:00:00,13,20,NYG,NYG,9,DAL,DAL,20,17,37.0,7.5,Turf,Partly Cloudy Day,71.07,,,6,277,DAL @ NYG,Oct 5 1:00 PM,October,Day,17-20,37,7.5,0,0,1,0
3369,1997,6,1997-10-05 00:00:00,13,23,PHI,PHI,31,WAS,WAS,24,10,41.0,-3.0,Turf,Clear Day,75.23,,,5.58,240,WAS @ PHI,Oct 5 1:00 PM,October,Day,10-24,34,3.0,0,1,1,0
3370,1997,6,1997-10-05 00:00:00,16,1,ARI,ARI,17,MIN,MIN,19,20,42.0,-2.0,Grass,Clear Day,92.08,,,5.18,202,MIN @ ARI,Oct 5 4:00 PM,October,Late,20-19,39,2.0,0,1,0,1
3371,1997,6,1997-10-05 00:00:00,16,13,IND,IND,21,NYJ,NYJ,12,16,42.0,3.0,Dome,,,,,,,NYJ @ IND,Oct 5 4:00 PM,October,Late,16-12,28,3.0,0,1,0,1
3372,1997,6,1997-10-05 00:00:00,16,22,OAK,OAK,34,LAC,SD,10,25,46.0,-6.5,Grass,Clear Day,71.46,,,11.6,294,SD @ OAK,Oct 5 4:00 PM,October,Late,25-10,35,6.5,0,1,0,1
3373,1997,6,1997-10-05 00:00:00,16,26,SEA,SEA,30,TEN,TNO,16,13,42.0,-4.5,Dome,,,,,,,TNO @ SEA,Oct 5 4:00 PM,October,Late,13-16,29,4.5,0,1,0,1
3374,1997,6,1997-10-05 00:00:00,20,6,CHI,CHI,19,NO,NO,17,20,37.0,-3.5,Grass,Clear Day,79.16,,,14.48,213,NO @ CHI,Oct 5 8:00 PM,October,Night,20-17,37,3.5,0,0,0,1
3375,1997,6,1997-10-06 00:00:00,21,10,DEN,DEN,18,NE,NE,34,13,46.0,-5.5,Grass,Partly Cloudy Day,61.83,,,7.35,359,NE @ DEN,Oct 6 9:00 PM,October,Night,13-34,47,5.5,1,0,1,0
3376,1997,7,1997-10-12 00:00:00,13,6,CHI,CHI,12,GB,GB,23,24,42.0,11.5,Grass,Partly Cloudy Day,75.19,,,13.02,169,GB @ CHI,Oct 12 1:00 PM,October,Day,24-23,47,11.5,1,0,1,0
3377,1997,7,1997-10-12 00:00:00,13,14,JAX,JAX,23,PHI,PHI,38,21,42.0,-3.0,Grass,Partly Cloudy Day,77.85,100%,Rain,8.95,108,PHI @ JAX,Oct 12 1:00 PM,October,Day,21-38,59,3.0,1,0,1,0
3378,1997,7,1997-10-12 00:00:00,13,18,NE,NE,4,BUF,BUF,33,6,42.0,-8.0,Turf,Partly Cloudy Day,57.91,,,2.25,90,BUF @ NE,Oct 12 1:00 PM,October,Day,6-33,39,8.0,0,1,1,0
3379,1997,7,1997-10-12 00:00:00,13,19,NO,NO,2,ATL,ATL,17,23,38.0,-1.5,Dome,,,,,,,ATL @ NO,Oct 12 1:00 PM,October,Day,23-17,40,1.5,1,0,0,1
3380,1997,7,1997-10-12 00:00:00,13,21,NYJ,NYJ,16,MIA,MIA,20,31,42.0,-3.5,Turf,Partly Cloudy Day,63.23,,,0.93,180,MIA @ NYJ,Oct 12 1:00 PM,October,Day,31-20,51,3.5,1,0,0,1
3381,1997,7,1997-10-12 00:00:00,13,29,TB,TB,11,DET,DET,9,27,38.0,-5.5,Grass,Partly Cloudy Day,83.41,,,12.73,108,DET @ TB,Oct 12 1:00 PM,October,Day,27-9,36,5.5,0,1,0,1
3382,1997,7,1997-10-12 00:00:00,13,30,TEN,TNO,7,CIN,CIN,30,7,42.0,-1.5,Grass,Wind,80.7,0%,Rain,15.66,157,CIN @ TNO,Oct 12 1:00 PM,October,Day,7-30,37,1.5,0,1,1,0
3383,1997,7,1997-10-12 00:00:00,16,1,ARI,ARI,20,NYG,NYG,13,27,37.0,-6.0,Grass,Clear Day,67.72,,,7.94,282,NYG @ ARI,Oct 12 4:00 PM,October,Late,27-13,40,6.0,1,0,0,1
3384,1997,7,1997-10-12 00:00:00,16,17,MIN,MIN,5,CAR,CAR,21,14,43.0,-4.0,Dome,,,,,,,CAR @ MIN,Oct 12 4:00 PM,October,Late,14-21,35,4.0,0,1,1,0
